Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,Release Date,Genre,Broad Genre
Kali Uchis ,telepatía,395,44,3,(x8),1064644,164803198,2020/12/4,colombian pop,Pop
Calboy ,Envy Me,440,0,22,0,669228,164149940,2019/5/31,chicago rap,Hip Hop
Justin Bieber ,Ghost,399,4,9,0,895735,163964781,2016/7/15,canadian pop,Pop
Adele ,Hello,404,89,1,(x19),2758752,163937424,2015/11/20,british soul,R&B
Joji ,Glimpse of Us,201,83,1,(x16),2474076,163315058,2022/6/10,viral pop,Pop
Burl Ives ,A Holly Jolly Christmas  Single Version,278,31,5,0,4242454,163198351,1965/10/1,american folk revival,Folk/Acoustic
Julia Michaels ,Issues,414,0,11,0,959567,163082925,2017/7/28,pop,Pop
Kate Bush ,Running Up That Hill (A Deal With God),182,98,1,(x30),2430143,163034803,1985/9/16,art pop,Pop
Migos ,TShirt,393,23,6,0,1068559,162318539,2021/11/26,atl hip hop,Hip Hop
Giveon ,HEARTBREAK ANNIVERSARY,371,30,8,0,950623,162181516,2020/2/21,r&b,R&B
ZAYN ,I Don’t Wanna Live Forever (Fifty Shades Darker),378,72,3,(x14),1195770,161895465,2017/11/9,pop,Pop
Drake ,Toosie Slide,239,79,1,(x20),2670968,161667752,2020/4/3,canadian hip hop,Hip Hop
Kanye West ,Father Stretch My Hands Pt. 1,607,12,4,0,855048,161479699,2016/6/10,chicago rap,Hip Hop
Zedd ,Stay,317,4,9,0,977390,161032066,2021/7/9,complextro,Electronic
Major Lazer ,Cold Water,274,99,1,(x10),1389715,160700352,2016/7/22,dance pop,Pop
Lil Nas X ,THATS WHAT I WANT,358,23,2,(x1),1896424,160369392,2021/9/17,lgbtq+ hip hop,Hip Hop
Future ,WAIT FOR U,243,24,2,(x1),1885004,160359546,2022/4/29,atl hip hop,Hip Hop
Lil Uzi Vert ,Sanguine Paradise,382,30,6,0,1205774,160244733,2019/4/9,hip hop,Hip Hop
Maroon 5 ,Memories,372,17,6,0,1118361,159686092,2021/6/11,pop,Pop
Lil Pump ,Gucci Gang,242,90,2,(x51),1574100,159368635,2017/10/6,emo rap,Hip Hop
Lil Uzi Vert ,Money Longer,648,0,33,0,440383,159142673,2016/5/27,hip hop,Hip Hop
DJ Snake ,Let Me Love You,300,107,3,(x16),1147152,158366154,2016/8/5,edm,Electronic
Hailee Steinfeld ,Starving,423,36,9,0,765280,158320524,2016/7/22,pop,Pop
JP Saxe ,If The World Was Ending,520,0,43,0,444524,156928093,2019/10/17,alt z,Pop
The Chainsmokers ,Something Just Like This,364,29,2,(x2),1478265,156839599,2017/4/7,pop,Pop
Olivia Rodrigo ,favorite crime,384,32,4,0,1886343,156762362,2021/5/21,pop,Pop
Chris Stapleton ,Tennessee Whiskey,747,0,34,0,440951,156707370,2015/5/4,contemporary country,Country
Gucci Mane ,I Get The Bag,335,13,7,0,931108,156184444,2017/10/13,atl hip hop,Hip Hop
Masked Wolf ,Astronaut In The Ocean,290,58,4,0,1028047,155387513,2021/1/6,australian hip hop,Hip Hop
Khalid ,Saturday Nights,391,0,13,0,965483,154969059,2019/1/11,pop,Pop
H.E.R. ,Best Part,635,0,53,0,483402,154582091,2017/8/25,r&b,R&B
Rob $tone ,Chill Bill,442,4,10,0,686873,154052440,2016/6/17,san diego rap,Hip Hop
YNW Melly ,223's,325,45,4,0,1161395,152984591,2019/11/22,melodic rap,Hip Hop
Hozier ,Take Me To Church,644,147,1,(x58),669026,152777306,2014/9/19,irish singer-songwriter,Folk/Acoustic
Ed Sheeran ,Beautiful People,309,39,3,(x1),1615072,152409919,2019/6/28,pop,Pop
Ariana Grande ,"break up with your girlfriend, i'm bored",235,49,1,(x4),3498779,152246486,2019/2/8,pop,Pop
Playboi Carti ,Magnolia,365,1,10,0,868222,151502606,2017/4/14,atl hip hop,Hip Hop
Beach House ,Space Song,549,0,55,0,434347,151348745,2015/8/28,baltimore indie,Rock
JAY,Z  Ni**as In Paris,995,0,97,0,318805,151213181,2011/8/8,east coast hip hop,Hip Hop
Calvin Harris ,This Is What You Came For,288,106,2,(x1),975411,149620244,2016/4/29,dance pop,Pop
Ariana Grande ,34+35,291,63,1,(x5),2698854,148864140,2020/10/30,pop,Pop
Don Toliver ,After Party,400,0,11,0,768932,148828688,2020/3/13,pop rap,Hip Hop
Lizzo ,About Damn Time,243,51,3,(x1),1276164,148776441,2022/4/14,escape room,Pop
Calvin Harris ,Slide,281,15,8,0,967282,148615807,2023/12/20,dance pop,Pop
Juice WRLD ,Righteous,333,24,2,(x6),2690579,148152203,2022/3/29,chicago rap,Hip Hop
THE SCOTTS ,THE SCOTTS,237,70,1,(x13),3345119,147793519,2020/4/24,,undefined
The Kid LAROI ,WITHOUT YOU,338,33,6,0,769614,147434939,2021/7/27,australian hip hop,Hip Hop
Young Thug ,pick up the phone,552,0,29,0,455209,146950542,2016/9/16,atl hip hop,Hip Hop
Zach Bryan ,Something in the Orange,251,20,4,0,992100,146934063,2022/4/22,classic oklahoma country,Country
Justin Timberlake ,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",437,60,5,0,936011,146405505,2016/9/23,dance pop,Pop
Shawn Mendes ,Stitches,535,82,5,0,668552,146222899,2015/4/14,canadian pop,Pop
Pop Smoke ,Dior,532,0,15,0,793436,145804298,2019/7/26,brooklyn drill,Hip Hop
Doja Cat ,Ain't Shit,356,39,4,0,1413486,145660715,2021/6/25,dance pop,Pop
Lil Tjay ,Calling My Phone,301,61,1,(x8),1860203,145633110,2021/4/2,brooklyn drill,Hip Hop
Charlie Puth ,Attention,346,0,16,0,797196,145299789,2018/5/11,pop,Pop
Lil Skies ,Nowadays,441,0,24,0,626292,144878462,2017/12/12,melodic rap,Hip Hop
Doja Cat ,You Right,386,13,4,0,1574035,144688259,2021/6/25,dance pop,Pop
Drake ,Portland,331,26,2,(x5),2385233,144664417,2017/3/18,canadian hip hop,Hip Hop
Bing Crosby ,White Christmas,280,17,1,(x1),2836396,144606354,1945/1/1,adult standards,Easy listening
Harry Styles ,Late Night Talking,219,29,2,(x10),3721821,144096811,2022/5/20,pop,Pop
Jay Rock ,King's Dead,292,31,7,0,1146306,144088666,2018/1/12,conscious hip hop,Hip Hop
Cardi B ,Up,247,76,2,(x4),1133283,143743718,2024/3/1,pop,Pop
Bad Bunny ,MIA,287,22,2,(x5),2409584,143656931,2018/10/11,reggaeton,Latin
Hailee Steinfeld ,Let Me Go,357,0,17,0,728233,143350902,2023/4/7,pop,Pop
The Weeknd ,I Feel It Coming,331,21,5,0,1157486,143319177,2016/11/25,canadian contemporary r&b,R&B
Sia ,Cheap Thrills,371,9,9,0,822906,142986096,2016/10/21,australian dance,Electronic
SZA ,Love Galore,426,0,23,0,645447,142655912,2017/6/9,pop,Pop
Lukas Graham ,7 Years,414,79,2,(x8),972767,142277410,2016/4/1,danish pop,Pop
Morgan Wallen ,You Proof,230,6,9,0,1723507,141716685,2023/3/3,contemporary country,Country
gnash ,"i hate u, i love u",385,0,16,0,563858,141690287,2016/3/25,alt z,Pop
Rae Sremmurd ,Swang,393,0,21,0,680384,141632137,2016/8/12,melodic rap,Hip Hop
Nat King Cole ,The Christmas Song (Merry Christmas To You),232,12,5,0,3214273,141071360,2024/4/12,adult standards,Easy listening
Dean Lewis ,Be Alright,453,0,19,0,671232,141016791,2020/9/11,australian pop,Pop
Post Malone ,I Like You (A Happier Song),208,96,2,(x1),2000190,140872042,2022/6/3,dfw rap,Hip Hop
Lil Xan ,Betrayed,374,0,21,0,669421,140250610,2018/4/6,cloud rap,Hip Hop
Yot Club ,YKWIM?,504,0,58,0,351933,139804345,2019/5/31,bedroom pop,Pop
Kendrick Lamar ,LOYALTY. FEAT. RIHANNA.,330,14,4,0,2725761,139730182,2017/4/14,conscious hip hop,Hip Hop
Sam Smith ,Dancing With A Stranger,328,3,10,0,1143794,138760630,2020/7/17,pop,Pop
Doja Cat ,Get Into It (Yuh),391,0,16,0,751498,138640495,2021/6/25,dance pop,Pop
Migos ,MotorSport,311,11,6,0,1088075,138467640,2018/1/26,atl hip hop,Hip Hop
Carolina Gaitán ,La Gaita  We Don't Talk About Bruno,201,104,1,(x55),1486869,138398595,2021/11/19,movie tunes,Easy listening
Harry Styles ,Falling,501,3,4,0,1454982,138072456,2018/10/5,pop,Pop
DJ Khaled ,Wild Thoughts,231,71,1,(x1),1578440,138033504,2017/6/22,hip hop,Hip Hop
Lil Uzi Vert ,You Was Right,501,0,26,0,490509,138001040,2016/5/27,hip hop,Hip Hop
Kiiara ,Gold,403,0,18,0,582552,137920503,2022/10/3,gospel,R&B
Kanye West ,Heartless,439,0,38,0,463393,137403023,2008/11/24,chicago rap,Hip Hop
Luke Combs ,Forever After All,403,7,2,(x5),2346240,137048398,2020/10/23,contemporary country,Country
Mark Ronson ,Uptown Funk,531,127,1,(x56),778194,136885294,2015/1/12,pop soul,R&B
Frank Sinatra ,Let It Snow! Let It Snow! Let It Snow!,305,8,8,0,2646892,136448853,1959/1/1,adult standards,Easy listening
Y2K ,Lalala,321,0,11,0,820166,136394278,2023/11/10,pop rap,Hip Hop
Ski Mask The Slump God ,Faucet Failure,415,0,25,0,671084,136293354,2018/11/30,hip hop,Hip Hop
Jack Ü ,Where Are Ü Now,447,118,3,(x1),564731,135999812,2015/2/24,edm,Electronic
Flo Rida ,My House,411,64,4,0,787490,135782448,2015/4/7,dance pop,Pop
Noah Cyrus ,July,509,0,56,0,438400,135753612,2020/5/15,alt z,Pop
Lil Tjay ,F.N,442,0,23,0,703283,135359031,2019/10/11,brooklyn drill,Hip Hop
DJ Khaled ,POPSTAR,317,26,1,(x2),2013630,135192435,2020/7/17,hip hop,Hip Hop
Saweetie ,Best Friend,299,1,10,0,732662,135156338,2021/1/7,cali rap,Hip Hop
Bad Bunny ,Efecto,236,16,9,0,1315548,134743830,2022/5/6,reggaeton,Latin
The Weeknd ,Save Your Tears,327,8,2,(x1),1723905,134482363,2020/3/20,canadian contemporary r&b,R&B
Ariana Grande ,Side To Side,332,75,5,0,875628,134449731,2016/5/20,pop,Pop
Bad Bunny ,Yonaguni,347,14,3,(x2),1727530,133665412,2021/6/4,reggaeton,Latin
Liam Payne ,Strip That Down,311,0,11,0,770674,133182143,2017/5/18,pop,Pop
The Weeknd ,Earned It (Fifty Shades Of Grey),532,103,2,(x2),612611,132827332,2015/8/28,canadian contemporary r&b,R&B
Drake ,Fair Trade,301,33,2,(x2),5616734,132758753,2021/9/3,canadian hip hop,Hip Hop
Morgan Wallen ,Sand In My Boots,460,2,4,0,1020974,132664367,2021/1/8,contemporary country,Country
Trippie Redd ,Miss The Rage,349,8,3,(x6),1699784,132399703,2021/8/21,melodic rap,Hip Hop
Bruno Mars ,24K Magic,349,13,5,0,937406,132118188,2016/11/17,dance pop,Pop
Lil Nas X ,Old Town Road,175,50,1,(x2),2450954,132031403,2019/6/21,lgbtq+ hip hop,Hip Hop
ZAYN ,PILLOWTALK,297,84,1,(x10),1277421,131983424,2016/3/25,pop,Pop
BTS ,Dynamite,332,14,3,(x3),1824254,131917493,2010/1/1,k-pop,Pop
Kygo ,It Ain't Me,272,28,3,(x3),1169170,130487216,2017/2/17,edm,Electronic
DaBaby ,VIBEZ,285,2,4,0,1371845,129872425,2019/9/27,hip hop,Hip Hop
Russ ,Losin Control,512,0,58,0,379457,129835284,2017/5/5,hawaiian hip hop,Hip Hop
Portugal. The Man ,Feel It Still,331,0,13,0,756792,129571919,2017/6/16,indie rock,Rock
NEIKED ,Better Days (NEIKED x Mae Muller x Polo G),321,20,6,0,883029,129400161,2021/9/24,scandipop,Pop
Shawn Mendes ,Treat You Better,321,1,10,0,740821,129275991,2017/4/20,canadian pop,Pop
Bad Bunny ,Moscow Mule,219,11,1,(x1),2582359,128972121,2022/5/6,reggaeton,Latin
Cardi B ,Money,273,1,9,0,1148815,128812752,2024/2/27,pop,Pop
Morgan Wallen ,7 Summers,388,7,3,(x2),2269891,128247607,2021/1/8,contemporary country,Country
José Feliciano ,Feliz Navidad,222,11,6,0,3233033,128148147,2002/9/24,latin pop,Pop
Travis Scott ,YOSEMITE,320,4,7,0,2092634,127780533,2018/8/3,hip hop,Hip Hop
Famous Dex ,JAPAN,299,0,11,0,1019372,127676006,2018/4/6,chicago rap,Hip Hop
Farruko ,Pepas,337,0,16,0,696956,127483860,2021/6/24,reggaeton,Latin
Justin Bieber ,Mistletoe,295,0,13,0,1898014,127188550,2011/1/1,canadian pop,Pop
THE ANXIETY ,Meet Me At Our Spot,281,21,8,0,852099,126861687,2020/3/13,modern alternative pop,Pop
Polo G ,21,425,0,35,0,462532,126417091,2003/2/6,chicago rap,Hip Hop
Vance Joy ,Riptide,753,0,12,0,273070,126349492,2014/9/8,folk-pop,Pop
DJ Snake ,Taki Taki,238,27,4,0,1308756,126096694,2018/9/28,edm,Electronic
Grouplove ,Tongue Tied,525,0,100,0,284533,125880696,2011/9/2,indie rock,Rock
Diplo ,Heartless,444,0,53,0,436704,125811158,2008/11/24,dance pop,Pop
StaySolidRocky ,Party Girl,239,53,2,(x21),1169465,125662367,2020/4/21,melodic rap,Hip Hop
Taylor Swift ,AntiHero,69,46,1,(x14),7786096,124825787,2023/12/15,pop,Pop
Quality Control ,Baby (Lil Baby feat. DaBaby),308,0,14,0,779096,124162581,2019/8/16,melodic rap,Hip Hop
Billie Eilish ,idontwannabeyouanymore,400,0,40,0,516523,123991487,2017/12/22,art pop,Pop
Queen ,Bohemian Rhapsody  Remastered 2011,420,0,36,0,537813,123761624,1975/11/21,classic rock,Rock
NLE Choppa ,Camelot,297,4,7,0,932296,123589568,2020/8/7,memphis hip hop,Hip Hop
Luke Combs ,When It Rains It Pours,565,0,84,0,306131,123431139,2017/6/2,contemporary country,Country
Flume ,Never Be Like You,357,0,14,0,604526,123343026,2016/5/27,australian dance,Electronic
J Balvin ,LA CANCIÓN,443,0,30,0,626782,123298668,2019/6/28,reggaeton,Latin
Lil Baby ,Woah,269,0,11,0,1046993,122876453,2020/5/1,atl hip hop,Hip Hop
OneRepublic ,I Ain't Worried,206,36,6,0,847839,122488638,2022/5/13,piano rock,Rock
Playboi Carti ,Shoota,420,0,23,0,826235,122469617,2018/5/11,atl hip hop,Hip Hop
2 Chainz ,It's A Vibe,403,0,35,0,543374,122067552,2017/6/16,atl hip hop,Hip Hop
Doja Cat ,Vegas (From the Original Motion Picture Soundtrack ELVIS),234,29,7,0,922178,121176458,2022/5/6,dance pop,Pop
Juice WRLD ,Legends,418,2,4,0,1239344,121077739,2017/9/15,chicago rap,Hip Hop
Rae Sremmurd ,Powerglide,263,0,15,0,940053,120839941,2018/5/4,melodic rap,Hip Hop
XXXTENTACION ,Revenge,412,0,16,0,1119765,120698497,2017/8/25,emo rap,Hip Hop
Ariana Grande ,God is a woman,227,26,4,0,1528413,120468984,2018/8/17,pop,Pop
Chris Brown ,Go Crazy,345,0,19,0,611457,120431219,2020/5/8,r&b,R&B
Martin Garrix ,In the Name of Love,304,0,11,0,720257,120205635,2016/7/29,dutch edm,Electronic
Sam Smith ,Unholy,98,58,1,(x28),2488457,120201022,2022/9/22,pop,Pop
Pop Smoke ,Mood Swings,306,6,9,0,846397,119371547,2020/7/3,brooklyn drill,Hip Hop
The Chainsmokers ,Paris,224,45,3,(x1),1275674,119358756,2017/4/7,pop,Pop
Lil Skies ,Red Roses,365,0,36,0,532229,119331204,2017/12/12,melodic rap,Hip Hop
Wiz Khalifa ,See You Again,452,85,1,(x26),995751,119131650,2017/7/21,hip hop,Hip Hop
Billie Eilish ,wish you were gay,271,16,2,(x2),2039013,119110503,2019/3/29,art pop,Pop
Måneskin ,Beggin',231,29,4,0,1100134,118922920,2017/12/8,indie rock italiano,Rock
DNCE ,Cake By The Ocean,420,0,14,0,546287,118801783,2016/11/18,dance pop,Pop
Kanye West ,Bound 2,361,0,20,0,606925,118764637,2013/6/18,chicago rap,Hip Hop
Travis Scott ,Antidote,535,0,12,0,509143,118146637,2015/9/4,hip hop,Hip Hop
The Kid LAROI ,GO,350,0,12,0,833612,117833168,2023/11/2,australian hip hop,Hip Hop
Post Malone ,Take What You Want,229,24,2,(x5),2796808,117464544,2019/9/6,dfw rap,Hip Hop
Michael Bublé ,Holly Jolly Christmas,266,0,13,0,2443625,117362413,1965/10/1,adult standards,Easy listening
Jordan Davis ,Buy Dirt,446,0,58,0,353342,117239640,2021/5/21,contemporary country,Country
Bad Bunny ,Ojitos Lindos,226,1,10,0,1230515,117064880,2022/5/6,reggaeton,Latin
Cochise ,Tell Em,352,0,26,0,651174,116861554,2021/5/28,plugg,Hip Hop
Miguel ,Sky Walker,302,0,19,0,702194,116395947,2017/12/1,r&b,R&B
Lil Peep ,Falling Down  Bonus Track,236,20,1,(x6),2158263,116066331,2018/11/9,cloud rap,Hip Hop
Kelly Clarkson ,Underneath the Tree,202,9,8,0,2346598,115764085,2013/10/29,dance pop,Pop
Lil Skies ,Lust,426,0,75,0,379237,115693481,2017/12/12,melodic rap,Hip Hop
The Weeknd ,Heartless,232,21,1,(x8),2634575,115431955,2008/11/24,canadian contemporary r&b,R&B
Ellie Goulding ,Hate Me,370,0,13,0,917238,115056947,2020/7/16,indietronica,Pop
Wallows ,Are You Bored Yet?,420,0,54,0,399406,114791296,2019/3/22,pov: indie,Pop
Travis Scott ,STARGAZING,225,21,1,(x1),4244308,114669162,2018/8/3,hip hop,Hip Hop
Ariana Grande ,Into You,305,1,10,0,710370,114250630,2016/5/20,pop,Pop
Eminem ,'Till I Collapse,771,0,41,0,431726,114132725,2002/5/26,detroit hip hop,Hip Hop
NLE Choppa ,Walk Em Down,246,0,12,0,730180,113510926,2020/3/19,memphis hip hop,Hip Hop
DJ Snake ,Middle,353,0,14,0,634100,113465863,2020/1/10,edm,Electronic
Khalid ,OTW,294,0,17,0,915514,113437143,2018/4/20,pop,Pop
Taylor Swift ,You Need To Calm Down,250,22,1,(x1),2459661,113303615,2019/8/23,pop,Pop
Playboi Carti ,Sky,361,0,25,0,583880,113291304,2012/10/4,atl hip hop,Hip Hop
Lil Wayne ,Sucker For Pain,344,0,12,0,704290,113258771,2016/6/24,hip hop,Hip Hop
Maroon 5 ,What Lovers Do,227,4,7,0,925163,113203255,2018/6/15,pop,Pop
d4vd ,Romantic Homicide,149,48,2,(x1),1061087,112839982,2022/7/20,bedroom pop,Pop
Drake ,I'm Upset,170,26,4,0,3945109,112748287,2018/6/29,canadian hip hop,Hip Hop
GAYLE ,abcdefu,210,61,5,0,940468,112733991,2021/8/13,modern alternative pop,Pop
Justin Bieber ,Holy,248,35,1,(x1),2020462,112093148,2022/7/15,canadian pop,Pop
YNW Melly ,Suicidal,216,19,6,0,1113095,111505967,2019/11/22,melodic rap,Hip Hop
Post Malone ,Enemies,255,21,3,(x3),3198197,111333320,2019/9/6,dfw rap,Hip Hop
CJ ,Whoopty,230,58,3,(x3),834077,111327394,2020/8/20,,undefined
WILLOW ,Wait a Minute!,384,0,12,0,578328,111162304,2015/1/11,afrofuturism,R&B
Ed Sheeran ,Photograph,679,0,16,0,349617,111120972,2014/6/21,pop,Pop
A$AP Rocky ,Praise The Lord (Da Shine),281,3,5,0,1339872,110819424,2020/10/16,east coast hip hop,Hip Hop
21 Savage ,No Heart,382,0,18,0,559060,110613158,2016/7/15,atl hip hop,Hip Hop
YG ,BIG BANK,267,0,21,0,870915,110251626,2018/8/3,,undefined
Billie Eilish ,Therefore I Am,237,15,1,(x7),1754735,109936841,2021/7/30,art pop,Pop
Nio Garcia ,Te Boté  Remix,303,0,35,0,552785,109733059,2018/4/13,reggaeton,Latin
Cardi B ,Bartier Cardi,221,35,3,(x6),1093964,109650225,2018/4/6,pop,Pop
Kid Cudi ,Pursuit Of Happiness (Nightmare),413,0,47,0,391076,109480124,2009/9/15,hip hop,Hip Hop
J Balvin ,Mi Gente,238,28,7,0,867663,109423268,2017/6/30,reggaeton,Latin
Ava Max ,Sweet but Psycho,320,0,30,0,590175,109220489,2020/9/18,pop,Pop
Walker Hayes ,Fancy Like,303,0,20,0,632758,109183937,2022/1/21,contemporary country,Country
Selena Gomez ,Lose You To Love Me,186,34,1,(x5),2659591,109150331,2020/1/10,pop,Pop
Olivia Rodrigo ,happier,228,29,5,0,2279399,109009363,2021/7/30,pop,Pop
Dean Martin ,Let It Snow! Let It Snow! Let It Snow!,187,7,7,0,3413764,108868445,1959/1/1,adult standards,Easy listening
Lil Durk ,Broadway Girls,291,11,4,0,1210147,108689365,2021/12/17,chicago drill,Hip Hop
Morgan Wallen ,Cover Me Up,437,0,23,0,664005,108508201,2021/1/8,contemporary country,Country
blackbear ,do re mi,373,0,26,0,628184,108380091,2017/4/21,pop,Pop
Sam Smith ,Stay With Me,548,127,1,(x2),442402,108129184,2008,pop,Pop
Shawn Mendes ,There's Nothing Holdin' Me Back,278,0,26,0,711457,107955518,2017/4/20,canadian pop,Pop
Kanye West ,I Love It (& Lil Pump),175,32,1,(x11),1942212,107854141,2018/9/7,chicago rap,Hip Hop
Jeremih ,oui,419,0,21,0,528778,107730094,2015/12/4,chicago rap,Hip Hop
Camila Cabello ,Never Be the Same,236,8,5,0,1048100,107372683,2018/1/12,dance pop,Pop
Billie Eilish ,you should see me in a crown,325,3,7,0,1608603,107243178,2019/3/29,art pop,Pop
Shawn Mendes ,If I Can't Have You,209,28,3,(x1),1474486,107192421,2019/6/19,canadian pop,Pop
Yo Gotti ,Rake It Up,284,0,17,0,715011,107156568,2021/4/6,dirty south rap,Hip Hop
Post Malone ,Ball For Me,215,6,8,0,2786889,107079418,2018/4/27,dfw rap,Hip Hop
Post Malone ,One Right Now,261,7,1,(x2),1830368,106856619,2021/11/5,dfw rap,Hip Hop
Olivia Rodrigo ,"jealousy, jealousy",256,4,9,0,1994138,106842027,2021/5/21,pop,Pop
Eminem ,Lucky You,207,28,1,(x9),2638639,106685258,2018/8/31,detroit hip hop,Hip Hop
Olivia Rodrigo ,brutal,211,21,2,(x1),2849969,106587197,2021/5/21,pop,Pop
Ali Gatie ,It's You,297,0,15,0,791346,106473404,2019/11/8,canadian hip hop,Hip Hop
Bazzi ,Beautiful,290,0,28,0,586218,105769712,2024/1/18,pop,Pop
Rich The Kid ,New Freezer,310,0,25,0,595266,105262051,2018/3/30,atl hip hop,Hip Hop
Niall Horan ,Slow Hands,271,0,24,0,614747,105220848,2017/10/20,pop,Pop
Frank Ocean ,Lost,303,1,10,0,657541,105158717,2017/5/5,lgbtq+ hip hop,Hip Hop
Pooh Shiesty ,Back In Blood,283,7,9,0,718634,105011176,2020/11/6,memphis hip hop,Hip Hop
Maroon 5 ,Sugar,478,67,1,(x5),667233,104864460,2020/8/25,pop,Pop
Elvis Presley ,Blue Christmas,254,0,11,0,1959442,104768563,1957/10/15,rock-and-roll,Rock
Lil Baby ,We Paid,283,10,9,0,824708,104746275,2020/5/1,atl hip hop,Hip Hop
The Ronettes ,Sleigh Ride,188,1,10,0,2784468,104353068,1963,brill building pop,Pop
Childish Gambino ,This Is America,157,29,1,(x13),2753489,103964722,2018/5/6,atl hip hop,Hip Hop
Russ ,What They Want,537,0,56,0,299961,103833455,2017/5/5,hawaiian hip hop,Hip Hop
Lil Peep ,Star Shopping,416,0,88,0,316621,102969266,2015/8/17,cloud rap,Hip Hop
YNW Melly ,Mixed Personalities,225,0,12,0,894571,102953208,2023/7/7,melodic rap,Hip Hop
Sam Smith ,Too Good At Goodbyes,219,32,3,(x5),1243963,102793276,2017/11/3,pop,Pop
JACKBOYS ,OUT WEST,262,4,2,(x1),1618620,102677098,2019/12/27,pop rap,Hip Hop
Halsey ,Now Or Never,254,0,12,0,798523,102516119,2017/6/2,electropop,Pop
Jack Harlow ,Tyler Herro,285,7,9,0,905350,102414445,2020/10/21,deep underground hip hop,Hip Hop
Marshmello ,FRIENDS,234,0,15,0,789940,102354557,2018/2/9,brostep,Electronic
XXXTENTACION ,Hope,327,1,10,0,1443350,102329254,2018/3/16,emo rap,Hip Hop
Halsey ,Bad At Love,260,0,22,0,683397,101922633,2017/6/2,electropop,Pop
$uicideboy$ ,"...And to Those I Love, Thanks for Sticking Around",392,0,35,0,441747,101882235,2020/2/14,cloud rap,Hip Hop
Lil Dicky ,Freaky Friday,192,23,5,0,1228612,101868561,2018/3/16,comedy rap,Hip Hop
Juice WRLD ,Wasted,268,0,20,0,709978,101797919,2023/7/12,chicago rap,Hip Hop
Metro Boomin ,Space Cadet,266,0,15,0,937419,101688152,2018/11/6,hip hop,Hip Hop
Zara Larsson ,Never Forget You,280,1,9,0,659192,101316722,2017/3/17,pop,Pop
PARTYNEXTDOOR ,Come and See Me,448,0,51,0,312204,101074101,2016/8/12,r&b,R&B
Taylor Swift ,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),205,24,1,(x9),3490740,100920020,2021/11/12,pop,Pop
Imagine Dragons ,Enemy,231,70,5,0,682385,100835953,2021/10/28,modern rock,Rock
Perry Como ,It's Beginning to Look a Lot Like Christmas,206,0,13,0,2240797,100817505,2012/11/9,adult standards,Easy listening
Megan Thee Stallion ,Savage Remix,196,30,2,(x1),1772566,100761690,2020/4/29,houston rap,Hip Hop
Nicky Youre ,Sunroof,238,0,19,0,642413,100753638,2022/8/12,singer-songwriter pop,Pop
Drake ,Pop Style,280,22,3,(x10),1144421,100358319,2016/5/6,canadian hip hop,Hip Hop
Drake ,Back To Back,410,5,10,0,437503,100323465,2022/5/13,canadian hip hop,Hip Hop
Selena Gomez ,Wolves,212,9,3,(x1),1274551,100276358,2017/10/25,pop,Pop
